topic,method,samples,ratio_mean,ratio_std,ratio_p_value,time_mean_usec,time_std_usec,time_p_value,decompress_mean_usec,decompress_std_usec,decompress_p_value,uncompressed_MB_mean,compressed_MB_mean
/ouster/points_decim_1,Cloudini-ZSTD 0p5,2409,0.290516,0.00869158,0,2883.24,206.082,0,3190.07,154.52,0,1.8125,0.526561
/ouster/points_decim_1,Draco 16,2409,0.453007,0.0139211,0,26276.2,988.448,0,13574.8,587.21,0,1.8125,0.821076
/ouster/points_decim_1,Draco 16 + ZSTD,2409,0.429084,0.0168326,0,28794.4,1237.38,1.18823e-233,14107.8,634.581,0,1.8125,0.777714
/ouster/points_decim_1,Draco 14,2409,0.421506,0.0107689,0,26940.5,986.201,0,14278.5,622.441,0,1.8125,0.763979
/ouster/points_decim_1,Draco 14 + ZSTD,2409,0.395003,0.0134424,0,29288.3,1186.76,0,14678.1,676.494,0,1.8125,0.715942
/ouster/points_decim_1,Draco 12,2409,0.406043,0.0109622,0,27869.8,983.629,0,14933.5,659.248,0,1.8125,0.735953
/ouster/points_decim_1,Draco 12 + ZSTD,2409,0.372423,0.0125362,0,30397.5,1263.46,1.8014e-203,15361.9,718.993,0,1.8125,0.675017
/ouster/points_decim_1,Draco 10,2409,0.400443,0.0125371,0,28354.9,1078.66,0,15268.8,616.783,0,1.8125,0.725803
/ouster/points_decim_1,Draco 10 + ZSTD,2409,0.35723,0.0130439,0,31317.1,1382.45,0,15812.6,672.29,0,1.8125,0.64748
/ouster/points_decim_1,Draco 8,2409,0.399237,0.0132339,0,28406.1,985.63,0,15312.3,610.586,0,1.8125,0.723616
/ouster/points_decim_1,Draco 8 + ZSTD,2409,0.343006,0.0131694,0,31577.2,1315.45,0,15960.5,644.117,0,1.8125,0.621698
/ouster/points_decim_1,Draco 6,2409,0.39914,0.0133262,0,28364.4,1070.47,0,15305.1,605.872,0,1.8125,0.723441
/ouster/points_decim_1,Draco 6 + ZSTD,2409,0.326215,0.0127165,0,31886.6,1461.1,0,15979,629.057,0,1.8125,0.591265
/ouster/points_decim_1,Draco sequential default quantization,2408,0.689465,0.0040393,7.61413e-13,12035.2,686.761,0,5420.69,327.245,0,1.8125,1.24966
/ouster/points_decim_1,voxel 0.010000,0,0,0,1,0,0,1,0,0,1,0,0
/ouster/points_decim_1,voxel 0.020000,0,0,0,1,0,0,1,0,0,1,0,0
/ouster/points_decim_1,voxel 0.050000,142,0.814129,0.0638798,1.36647e-42,3395.92,595.014,0.00168804,0,0,1,1.8125,1.47561
/ouster/points_decim_1,voxel 0.100000,2363,0.601597,0.0632327,2.09626e-44,2786.75,308.091,0,0,0,1,1.8125,1.09039
/ouster/points_decim_1,voxel 0.200000,2409,0.407434,0.0546663,1.3982e-14,2535.83,159.015,3.0173e-30,0,0,1,1.8125,0.738474
/ouster/points_decim_1,voxel 0.500000,2409,0.173441,0.0347212,3.11056e-12,2171.86,129.821,0.514683,0,0,1,1.8125,0.314363
/ouster/points_decim_1,uniform 0.010000,2409,0.77981,0.0848924,3.85994e-15,6665.59,645.329,2.94082e-49,0,0,1,1.8125,1.41341
/ouster/points_decim_1,uniform 0.020000,2409,0.778063,0.0843232,9.44408e-16,6694.14,718.248,6.5212e-11,0,0,1,1.8125,1.41024
/ouster/points_decim_1,uniform 0.050000,2409,0.73692,0.0763483,1.62455e-38,6398.63,627.064,4.04036e-14,0,0,1,1.8125,1.33567
/ouster/points_decim_1,uniform 0.100000,2409,0.600844,0.0632916,8.70955e-43,5524.58,558.487,1.10286e-36,0,0,1,1.8125,1.08903
/ouster/points_decim_1,uniform 0.200000,2409,0.407434,0.0546663,1.3982e-14,4560.26,289.756,4.60326e-212,0,0,1,1.8125,0.738474
/ouster/points_decim_1,uniform 0.500000,2409,0.173441,0.0347212,3.11056e-12,3378.26,205.757,1.30626e-06,0,0,1,1.8125,0.314363
/ouster/points_decim_1,random 0.100000,2409,0.0999908,0,1,912.325,47.058,0,0,0,1,1.8125,0.181233
/ouster/points_decim_1,random 0.200000,2409,0.199997,0,1,973.785,38.1655,0,0,0,1,1.8125,0.362494
/ouster/points_decim_1,random 0.300000,2409,0.299988,0,1,1058.59,43.0377,0,0,0,1,1.8125,0.543728
/ouster/points_decim_1,random 0.400000,2409,0.399994,0,1,1155,43.6308,0,0,0,1,1.8125,0.724989
/ouster/points_decim_1,random 0.600000,2409,0.599991,0,1,1230.14,48.7278,0,0,0,1,1.8125,1.08748
/ouster/points_decim_1,random 0.800000,2409,0.799988,0,1,1146.94,53.6141,0,0,0,1,1.8125,1.44998
